,City,Temperature °F,Humidity,Cloudiness,Wind Speed,Latitude,Longitude,Country,Date
297,Mayo,71.01,91,75,3.36,38.89,-76.51,US,1601259980
298,Médéa,53.6,100,0,1.14,36.26,2.75,DZ,1601259653
299,Real,86.0,74,75,5.82,14.66,121.6,PH,1601259653
300,Tigil',52.59,45,100,5.44,57.8,158.67,RU,1601259981
301,East Wenatchee,68.0,34,1,5.82,47.42,-120.29,US,1601259530
302,Saint George,82.0,14,1,24.16,37.1,-113.58,US,1601259804
303,Qui Nhon,83.71,73,100,1.23,13.77,109.23,VN,1601259886
304,Nuevo Ideal,61.12,42,0,2.44,24.89,-105.07,MX,1601259654
305,Caravelas,71.87,88,0,7.36,-17.71,-39.25,BR,1601259837
306,Ayan,52.2,90,100,10.51,56.45,138.17,RU,1601259654
307,Astoria,64.4,77,1,9.17,46.19,-123.83,US,1601259654
308,Uglovoye,62.85,68,0,5.55,44.82,33.6,UA,1601259655
309,Richards Bay,60.51,90,100,12.28,-28.78,32.04,ZA,1601259850
310,Bolgar,37.4,93,87,2.8,54.95,49.07,RU,1601259655
311,Riverton,57.2,45,47,5.82,40.52,-111.94,US,1601259553
312,Ciudad del Carmen,82.92,83,100,5.86,18.63,-91.83,MX,1601259531
313,Darnah,76.64,72,5,20.78,32.77,22.64,LY,1601259656
314,Gemeente Heerenveen,55.99,93,100,4.54,52.95,5.93,NL,1601259656
315,Mahon,60.8,77,94,6.93,39.89,4.27,ES,1601259656
316,Dvinskoy Bereznik,48.81,96,85,4.14,62.86,42.71,RU,1601259657
317,Socorro,91.4,10,5,10.29,31.65,-106.3,US,1601259534
318,Morehead,69.8,77,1,3.36,37.27,-87.18,US,1601259657
319,Juneau,53.6,81,90,19.46,58.3,-134.42,US,1601259780
320,Biak,83.17,64,89,9.15,-0.91,122.88,ID,1601259658
321,Dudinka,28.4,92,40,13.42,69.41,86.18,RU,1601259246
322,Burlington,71.6,100,90,3.91,39.88,-74.64,US,1601259652
323,Spirit River,52.0,87,75,4.7,55.78,-118.84,CA,1601259658
324,Nizhny Tagil,42.04,91,44,3.62,57.92,59.97,RU,1601259405
325,Jenks,59.0,86,100,26.22,36.02,-95.97,US,1601259419
326,Morondava,73.26,81,26,4.34,-20.28,44.28,MG,1601259986
327,Mountain Home,60.8,37,1,11.41,43.13,-115.69,US,1601259659
328,Alyangula,89.6,40,31,14.99,-13.85,136.42,AU,1601259471
329,Sicuani,49.69,59,98,5.3,-14.27,-71.23,PE,1601259660
330,Cam Ranh,87.8,79,20,3.36,11.92,109.16,VN,1601259660
331,Jesús del Monte,59.0,77,75,6.93,19.11,-99.99,MX,1601259660
332,Nampula,67.57,88,20,6.24,-15.12,39.27,MZ,1601259570
333,Mitsamiouli,76.91,78,39,14.27,-11.38,43.28,KM,1601259661
334,Beringovskiy,40.08,67,0,8.84,63.05,179.32,RU,1601259988
335,Touros,75.2,94,40,5.82,-5.2,-35.46,BR,1601259561
336,Serenje,64.08,33,0,3.8,-13.23,30.24,ZM,1601259662
337,Navoiy,46.4,61,21,4.7,40.08,65.38,UZ,1601259662
338,Petropavlovka,44.78,60,0,3.18,50.61,105.32,RU,1601259663
339,Bengkulu,82.47,71,95,7.99,-3.8,102.27,ID,1601259615
340,Langxiang,59.67,64,98,5.48,46.95,128.88,CN,1601259663
341,Shaunavon,47.55,54,31,13.53,49.65,-108.42,CA,1601259663
342,Dawlatabad,51.73,39,25,1.19,36.41,64.91,AF,1601259664
343,Addanki,79.14,80,91,6.98,15.82,79.98,IN,1601259664
344,Mirny,41.0,80,75,13.42,62.54,113.96,RU,1601259664
345,Ancud,46.99,90,79,1.01,-41.87,-73.82,CL,1601259989
346,Aklavik,35.6,90,90,4.7,68.22,-135.01,CA,1601259990
347,Kentau,48.4,50,0,19.93,43.52,68.51,KZ,1601259665
348,Bonthe,76.8,89,100,5.03,7.53,-12.51,SL,1601259666
349,Kokopo,80.6,78,90,1.21,-4.35,152.26,PG,1601259667
350,Rāwah,76.53,45,0,13.58,34.48,41.91,IQ,1601259667
351,Elizabeth City,71.6,94,20,5.19,36.29,-76.25,US,1601259395
352,Severo-Kuril'sk,47.59,89,100,46.26,50.68,156.12,RU,1601259991
353,Łomża,46.26,90,15,6.55,53.18,22.06,PL,1601259667
354,Geraldton,69.8,56,40,8.05,-28.77,114.6,AU,1601259991
355,Manta,69.8,83,75,8.05,-0.95,-80.73,EC,1601259382
356,Sur,81.68,52,23,5.93,22.57,59.53,OM,1601259704
357,Namatanai,82.31,73,93,3.91,-3.67,152.43,PG,1601259668
358,Korla,64.99,81,0,4.0,41.76,86.15,CN,1601259599
359,Sisimiut,31.41,93,52,8.68,66.94,-53.67,GL,1601259992
360,Canberra,59.0,47,0,8.05,-35.28,149.13,AU,1601259566
361,Salinópolis,79.07,82,18,12.71,-0.61,-47.36,BR,1601259993
362,Puerto Madryn,53.94,42,0,9.86,-42.77,-65.04,AR,1601259553
363,Jega,76.84,80,25,7.56,12.22,4.38,NG,1601259669
364,Prince Rupert,57.2,93,90,6.93,54.32,-130.32,CA,1601259597
365,Crestview,75.2,88,90,5.82,30.76,-86.57,US,1601259670
366,Clyde River,26.6,86,90,11.41,70.47,-68.59,CA,1601259994
367,Sijunjung,77.95,72,98,0.72,-0.69,100.95,ID,1601259670
368,Alice Springs,86.0,11,5,6.93,-23.7,133.88,AU,1601259994
369,Yakima,69.01,42,1,4.7,46.47,-120.67,US,1601259393
370,Waipawa,57.2,58,26,38.03,-41.41,175.52,NZ,1601259671
371,Edd,85.66,70,0,1.68,13.93,41.69,ER,1601259671
372,Buraidah,80.6,36,0,10.29,26.33,43.98,SA,1601259477
373,Hīt,79.21,37,0,16.8,33.64,42.83,IQ,1601259672
374,Champerico,68.0,94,40,8.3,14.3,-91.92,GT,1601259672
375,Bay-ang,83.77,73,1,1.36,11.03,122.94,PH,1601259673
376,Narsaq,35.6,55,0,3.36,60.92,-46.05,GL,1601259981
377,Marsh Harbour,82.9,72,76,5.23,26.54,-77.06,BS,1601259591
378,Samarai,80.83,82,91,14.65,-10.62,150.67,PG,1601259673
379,Broome,66.99,82,90,5.82,42.25,-75.83,US,1601259997
380,Boa Vista,82.4,74,40,2.24,2.82,-60.67,BR,1601259675
381,Udachny,30.2,80,75,8.95,66.42,112.4,RU,1601259675
382,Avrămeni,48.2,76,10,4.7,48.02,26.95,RO,1601259676
383,Guerrero Negro,72.03,71,0,12.95,27.98,-114.06,MX,1601259992
384,Henties Bay,48.99,84,0,1.99,-22.12,14.28,NA,1601259676
385,Oga,42.01,100,90,1.12,46.46,10.35,IT,1601259676
386,Vanavara,43.77,82,99,12.06,60.34,102.28,RU,1601259998
387,Manicoré,75.2,94,8,2.17,-5.81,-61.3,BR,1601259677
388,Kieta,77.9,87,100,5.37,-6.22,155.63,PG,1601259528
389,Port Lincoln,61.83,57,18,24.7,-34.73,135.87,AU,1601259999
390,Guadalupe y Calvo,57.11,84,64,1.72,26.1,-106.97,MX,1601259677
391,Santa Cruz de la Sierra,77.0,83,40,2.24,-17.8,-63.17,BO,1601259678
392,Nhulunbuy,86.0,62,75,16.11,-12.23,136.77,AU,1601259678
393,Dalbandin,66.4,23,0,1.66,28.89,64.41,PK,1601260000
394,Yumen,57.02,31,90,13.49,40.28,97.2,CN,1601260000
395,Torbay,64.0,93,90,25.28,47.67,-52.73,CA,1601259882
396,Paamiut,36.75,79,0,17.22,61.99,-49.67,GL,1601259679
397,Westport,71.6,88,90,9.17,41.14,-73.36,US,1601260001
398,Zhaotong,58.57,90,100,3.78,27.32,103.72,CN,1601259640
399,Constitución,51.01,83,0,9.6,-35.33,-72.42,CL,1601260001
400,Siocon,87.84,61,30,1.52,7.71,122.14,PH,1601259680
401,Esim,74.75,92,33,7.05,4.87,-2.24,GH,1601259680
402,Ujhāni,79.14,55,0,2.24,28.02,79.02,IN,1601259681
403,El Guamo,76.53,93,34,4.21,10.03,-74.98,CO,1601259681
404,Oktyabr'skiy,48.67,76,100,2.1,54.48,53.47,RU,1601259681
405,George,42.8,81,0,4.7,-33.96,22.46,ZA,1601259681
406,Yerofey Pavlovich,49.55,56,44,6.64,53.97,121.97,RU,1601259682
407,Hobyo,75.11,94,80,8.25,5.35,48.53,SO,1601259682
408,Acaraú,76.82,84,2,13.69,-2.89,-40.12,BR,1601259682
409,Enshi,64.63,78,96,1.25,30.3,109.48,CN,1601259683
410,Buchanan,77.4,87,100,5.3,5.88,-10.05,LR,1601259683
411,Harar,58.68,77,0,2.51,9.31,42.13,ET,1601259683
412,Esmeraldas,77.0,38,0,8.05,-19.76,-44.31,BR,1601259683
413,Longyearbyen,33.8,100,90,18.34,78.22,15.64,SJ,1601260004
414,Arroyo de la Encomienda,44.01,87,0,9.17,41.61,-4.8,ES,1601259684
415,Ploemeur,44.01,100,19,5.82,47.73,-3.43,FR,1601259684
416,Kwang Binh,83.41,79,100,6.58,17.48,106.6,VN,1601259684
417,Zhengjiatun,67.23,64,4,5.82,43.51,123.51,CN,1601259685
418,Saint Lawrence,69.01,72,0,10.29,36.06,14.2,MT,1601259685
419,Tarakan,79.11,84,100,10.42,3.3,117.63,ID,1601259547
420,Zvishavane,60.01,91,55,4.99,-20.33,30.07,ZW,1601259685
421,Nyköping,53.6,100,90,9.17,58.75,17.01,SE,1601259686
422,Tombouctou,91.99,12,0,7.83,20.0,-3.0,ML,1601260006
423,Tuatapere,39.99,82,93,15.99,-46.13,167.68,NZ,1601259966
424,Lima Duarte,69.39,48,0,3.42,-21.84,-43.79,BR,1601259686
425,Labuhan,85.06,61,100,6.62,-6.88,112.21,ID,1601260007
426,Dongying,75.2,50,37,4.47,37.46,118.49,CN,1601259687
427,Las Palmas,73.4,78,90,17.22,28.42,-14.01,ES,1601259687
428,Kattivākkam,82.4,78,40,8.05,13.22,80.32,IN,1601259687
429,Zemio,69.44,97,100,4.85,5.03,25.14,CF,1601259619
430,Erenhot,52.47,53,100,17.92,43.65,111.98,CN,1601259688
431,Andenes,44.6,70,2,12.75,69.31,16.12,NO,1601259688
432,Kui Buri,77.0,94,75,4.7,12.08,99.85,TH,1601259689
433,Weihai,78.01,45,4,3.65,37.5,122.11,CN,1601259689
434,Orlik,37.22,72,0,1.97,52.52,99.83,RU,1601259689
435,Ontario,78.8,60,20,10.29,34.06,-117.65,US,1601259675
436,Bonito,84.94,42,46,4.29,-21.12,-56.48,BR,1601259690
437,Balkhash,37.4,65,20,8.95,46.84,74.98,KZ,1601259690
438,Alugan,85.73,71,45,7.67,12.22,125.48,PH,1601259690
439,Ystad,60.8,82,98,11.41,55.43,13.82,SE,1601259690
440,Young,55.99,85,46,1.99,-32.68,-57.63,UY,1601259691
441,Birao,71.37,95,100,3.47,10.28,22.79,CF,1601260013
442,Santa Fe,60.01,61,0,5.44,-31.63,-60.7,AR,1601259596
443,Verāval,77.97,78,20,5.01,20.9,70.37,IN,1601259692
444,Ntcheu,67.05,56,16,3.4,-14.82,34.64,MW,1601259692
445,Galle,81.61,78,12,8.37,6.04,80.22,LK,1601260014
446,Cabedelo,75.2,100,75,8.05,-6.98,-34.83,BR,1601259692
447,Shepetivka,46.92,86,0,5.37,50.19,27.06,UA,1601259693
448,Antofagasta,57.2,76,90,9.17,-23.65,-70.4,CL,1601259493
449,Maningrida,88.52,52,90,13.11,-12.07,134.27,AU,1601259693
450,Calceta,69.8,83,75,8.05,-0.85,-80.17,EC,1601259694
451,Hirara,75.2,100,75,9.17,24.8,125.28,JP,1601259694
452,Ouro Fino,71.17,45,35,3.42,-22.28,-46.37,BR,1601259694
453,Alta Floresta,75.2,100,39,1.57,-9.88,-56.09,BR,1601259695
454,Lompoc,64.99,93,40,6.93,34.64,-120.46,US,1601259797
455,Giyani,64.29,82,100,7.74,-23.3,30.72,ZA,1601259695
456,Kutum,75.18,65,100,4.29,14.2,24.67,SD,1601259695
457,Ostrovnoy,41.18,87,23,11.52,68.05,39.51,RU,1601260017
458,Sioux Lookout,48.2,87,90,9.17,50.1,-91.92,CA,1601260018
459,Egvekinot,32.79,84,0,2.66,66.32,-179.17,RU,1601260018
460,Deer Lake,64.4,82,90,4.7,49.17,-57.43,CA,1601259696
461,Zambezi,73.0,32,55,1.43,-13.54,23.1,ZM,1601259696
462,Santa Rosa del Sur,70.09,97,96,3.0,7.96,-74.05,CO,1601259697
463,Alpena,60.8,87,40,5.39,45.06,-83.43,US,1601259697
464,Mumbai,80.6,88,75,4.7,19.01,72.85,IN,1601259697
465,Necochea,46.99,94,100,8.01,-38.55,-58.74,AR,1601259697
466,Northam,51.01,95,100,3.0,51.03,-4.22,GB,1601259698
467,Bucerías,84.2,83,90,3.36,20.75,-105.33,MX,1601259698
468,Arman',50.74,73,40,6.89,59.7,150.17,RU,1601259698
469,Topchikha,35.6,93,100,6.71,52.82,83.12,RU,1601259699
470,Moerai,71.6,74,53,17.58,-22.43,-151.33,PF,1601259699
471,Vrangel',62.49,75,0,7.76,42.73,133.08,RU,1601259699
472,La Palma,71.01,77,1,6.93,33.85,-118.05,US,1601259699
473,Nizwá,75.97,50,0,0.92,22.93,57.53,OM,1601259700
474,Bilma,86.2,17,91,2.42,18.69,12.92,NE,1601259700
475,Salalah,75.2,83,40,2.24,17.02,54.09,OM,1601260021
476,Naze,78.8,74,75,14.99,28.37,129.48,JP,1601260021
477,Gimli,51.01,99,75,8.01,50.63,-96.99,CA,1601259701
478,Pascagoula,73.4,88,1,6.33,30.37,-88.56,US,1601259701
479,Monster,57.99,97,95,1.01,52.03,4.17,NL,1601259492
480,Barhi,76.51,85,0,4.36,23.9,80.8,IN,1601259702
481,Bambous Virieux,73.0,94,40,6.93,-20.34,57.76,MU,1601259874
482,Kimbe,81.66,79,100,3.13,-5.55,150.14,PG,1601260023
483,Mount Gambier,57.2,50,7,6.93,-37.83,140.77,AU,1601260023
484,Sept-Îles,50.0,100,90,3.36,50.2,-66.38,CA,1601259416
485,Khirkiya,74.3,83,21,1.99,22.17,76.86,IN,1601259702
486,Nishihara,78.8,78,75,1.12,26.18,127.76,JP,1601260024
487,Morant Bay,80.6,83,75,8.05,17.88,-76.41,JM,1601259703
488,Umm Kaddadah,82.22,59,64,6.51,13.6,26.69,SD,1601259703
489,Williamsport,69.01,93,40,4.7,41.24,-77.0,US,1601259704
490,Yar-Sale,35.94,84,26,12.17,66.83,70.83,RU,1601259704
491,Ixtapa,84.2,83,90,3.36,20.7,-105.2,MX,1601259704
492,Cravo Norte,79.99,76,0,4.36,6.3,-70.2,CO,1601259705
493,Quatre Cocos,73.0,94,40,6.93,-20.21,57.76,MU,1601259410
494,Mirandola,52.0,75,100,3.0,44.89,11.07,IT,1601259705
495,Machico,71.6,64,40,9.17,32.7,-16.77,PT,1601259706
496,Nanortalik,36.16,83,0,13.8,60.14,-45.24,GL,1601259706
497,Yaan,71.62,96,97,4.36,7.38,8.57,NG,1601259706
498,Bukama,73.36,64,84,0.47,-9.2,25.85,CD,1601259707
499,Lyngseidet,35.6,80,0,24.16,69.58,20.22,NO,1601259707
500,Pudozh,48.42,86,0,4.16,61.81,36.53,RU,1601259707
501,Beyneu,48.78,51,0,10.6,45.32,55.2,KZ,1601259708
502,Santa Catarina de Tepehuanes,63.86,39,0,2.8,25.35,-105.73,MX,1601259708
503,Carahue,48.2,93,40,3.36,-38.7,-73.17,CL,1601259709
504,Hamilton,68.0,93,75,4.21,39.18,-84.53,US,1601260014
505,Mahibadhoo,81.54,72,50,4.34,3.78,72.97,MV,1601259711
506,Lorengau,83.17,78,80,11.86,-2.02,147.27,PG,1601260028
507,Tanete,89.44,45,35,13.33,-3.94,119.78,ID,1601259712
508,Roebourne,87.33,20,23,10.42,-20.78,117.13,AU,1601259712
509,Vao,70.43,85,64,20.18,-22.67,167.48,NC,1601260029
510,Oistins,82.4,78,20,16.11,13.07,-59.53,BB,1601259732
511,Znamenskoye,42.93,98,23,3.83,57.13,73.83,RU,1601260029
512,Coahuayana Viejo,79.16,82,48,1.28,18.73,-103.68,MX,1601260030
513,Tairua,61.0,60,3,21.0,-37.02,175.85,NZ,1601259713
514,Rock Springs,44.6,28,1,8.05,41.59,-109.2,US,1601259714
515,Lakatoro,84.2,66,40,4.7,-16.1,167.42,VU,1601260030
516,San Juan,57.47,35,0,4.92,-31.54,-68.54,AR,1601259571
517,Philadelphia,72.0,94,90,5.53,39.95,-75.16,US,1601259704
518,Heihe,57.2,47,0,8.95,50.24,127.49,CN,1601259715
519,Hay River,50.0,81,75,10.29,60.82,-115.8,CA,1601259716
520,Taoudenni,91.44,11,0,4.65,22.68,-3.98,ML,1601260032
521,Altus,64.4,48,90,34.45,34.64,-99.33,US,1601259597
522,Liverpool,46.0,93,76,3.36,53.41,-2.98,GB,1601260032
523,Morropón,67.96,67,6,3.29,-5.18,-79.97,PE,1601259717
524,Mozarlândia,84.65,30,48,1.77,-14.74,-50.57,BR,1601259717
525,São Paulo de Olivença,78.04,70,16,1.79,-3.38,-68.87,BR,1601259718
526,Great Bend,57.0,66,90,8.05,38.36,-98.76,US,1601259718
527,Diamantino,80.19,54,0,3.22,-14.41,-56.45,BR,1601259503
528,Adrar,88.63,19,0,10.25,20.5,-10.07,MR,1601260033
529,Abu Samrah,68.16,46,0,5.28,35.3,37.18,SY,1601259718
530,Umm Hājar,77.88,65,100,4.09,13.3,19.7,TD,1601259719
531,Linhares,70.93,84,0,5.21,-19.39,-40.07,BR,1601259719
532,Shelburne,69.8,77,90,3.36,44.08,-80.2,CA,1601259692
533,Guarapari,78.01,83,44,17.22,-20.67,-40.5,BR,1601259720
534,Porbandar,78.8,88,40,3.36,21.64,69.61,IN,1601260035
535,Huarmey,61.39,86,13,7.2,-10.07,-78.15,PE,1601259720
536,Badarganj,80.1,89,100,7.85,25.67,89.05,BD,1601259720
537,Rafaela,59.0,50,0,1.01,-31.25,-61.49,AR,1601259721
538,Melita,52.0,71,99,15.01,49.27,-101.0,CA,1601259721
539,Sydney,68.0,36,0,11.41,-33.87,151.21,AU,1601259552
540,Licata,55.99,100,0,4.7,37.11,13.95,IT,1601259721
541,Vikýřovice,43.0,96,99,4.0,49.98,17.01,CZ,1601259722
542,Ciudad Real,55.0,66,0,5.3,39.0,-4.0,ES,1601259722
543,Ayorou,86.88,43,89,12.8,14.73,0.92,NE,1601259722
544,Wad Rāwah,84.81,51,5,6.76,15.16,33.14,SD,1601259723
545,Quelimane,75.15,66,0,5.48,-17.88,36.89,MZ,1601259723
546,Santa Maria,66.2,93,90,10.29,-29.68,-53.81,BR,1601259723
547,Batticaloa,80.89,77,4,5.57,7.71,81.69,LK,1601259724
548,Saint-Raymond,71.01,77,5,11.41,45.47,-73.61,CA,1601259724
549,Florø,55.4,87,93,8.14,61.6,5.03,NO,1601259724
550,Makakilo City,87.8,58,75,10.29,21.35,-158.09,US,1601260037
551,Storebø,53.6,87,81,5.82,60.09,5.23,NO,1601259725
552,Ahipara,59.14,54,0,14.34,-35.17,173.17,NZ,1601259615
553,Bahía Honda,79.47,83,11,5.73,22.9,-83.16,CU,1601259725
554,Lokoja,72.5,92,85,2.91,7.8,6.74,NG,1601259726
555,Singānallūr,75.2,94,40,6.93,11.0,77.02,IN,1601259726
556,Fredericton,66.2,88,90,14.99,45.95,-66.67,CA,1601259726
557,Rodrigues Alves,78.76,62,0,2.75,-7.74,-72.65,BR,1601259727
558,Chumikan,53.91,84,87,1.41,54.72,135.31,RU,1601260039
559,Arrecife,73.4,73,90,21.92,28.96,-13.55,ES,1601259651
560,Fairbanks,53.6,50,20,12.75,64.84,-147.72,US,1601259945
561,Grand-Lahou,75.11,91,73,8.14,5.14,-5.02,CI,1601259728
562,Harmanli,62.01,68,25,7.14,41.93,25.9,BG,1601259728
563,Chalmette,80.01,100,1,6.58,29.94,-89.96,US,1601259729
564,Al Bardīyah,75.63,90,1,8.63,31.76,25.09,LY,1601259729
565,Pontal do Paraná,66.2,82,40,6.93,-25.65,-48.51,BR,1601259729
566,Vágur,50.86,93,99,26.6,61.47,-6.81,FO,1601259729
567,Kumukh,50.23,74,11,1.25,42.17,47.12,RU,1601259558
568,Cayenne,78.8,94,52,1.12,4.93,-52.33,GF,1601260041
569,Seymchan,51.66,51,0,14.63,62.88,152.43,RU,1601259730
570,Malindi,76.15,88,55,5.86,-3.22,40.12,KE,1601259730
571,Steamboat Springs,44.6,36,1,5.82,40.48,-106.83,US,1601259648
572,Griffith,66.2,55,90,8.05,41.53,-87.42,US,1601259527
573,Rūdbār,64.45,28,0,7.02,30.15,62.6,AF,1601259731
574,Dingle,85.53,73,0,4.03,11.0,122.67,PH,1601260042
575,East Brainerd,71.01,90,0,2.77,35.0,-85.15,US,1601259559
576,Amasya Province,57.2,62,12,2.26,40.67,35.83,TR,1601259732
577,Cintalapa,71.65,91,100,2.28,16.7,-93.73,MX,1601259732
578,Takoradze,74.86,92,45,9.95,4.88,-1.76,GH,1601260043
579,Flinders,68.0,53,0,4.0,-34.58,150.86,AU,1601259733
580,Zhangye,55.26,64,100,6.76,38.93,100.45,CN,1601259733
581,Krasnokholmskiy,45.5,90,9,4.79,55.99,55.05,RU,1601259611
582,Rassvet,59.16,56,100,20.24,46.83,40.75,RU,1601260044
583,Minsk,53.6,100,90,8.95,53.9,27.57,BY,1601259710
584,São Félix do Xingu,75.43,67,0,2.04,-6.64,-51.99,BR,1601259734
585,Vardø,45.01,77,31,16.24,70.37,31.11,NO,1601259965
586,Shingū,77.0,53,20,10.29,33.73,135.98,JP,1601259735
587,Cascais,62.01,91,0,17.94,38.7,-9.42,PT,1601259735
588,Soyo,73.8,83,69,6.91,-6.13,12.37,AO,1601259736
589,Sola,79.75,81,18,18.45,-13.88,167.55,VU,1601259736
590,Dano,74.39,87,91,4.23,11.15,-3.07,BF,1601259736
591,Rostovka,45.97,90,57,7.58,55.38,71.89,RU,1601259737
592,Sokoni,75.2,94,75,10.33,-6.43,39.55,TZ,1601259737
593,Corinth,66.2,77,20,1.81,37.94,22.96,GR,1601259566
594,Betlitsa,51.64,93,100,12.97,54.01,33.96,RU,1601259738
595,Seoul,71.6,64,1,0.27,37.57,126.98,KR,1601259631
596,Chicama,62.37,80,60,5.88,-7.84,-79.15,PE,1601259738
